1.000274000,0.000005982
0.992957700,0.000006098
0.984730500,0.000006091
0.976598500,0.000006037
0.968509400,0.000005981
0.960438400,0.000006048
0.952362600,0.000006056
0.944318100,0.000006036
0.936334600,0.000006033
0.928296700,0.000006067
0.920238000,0.000006084
0.912212600,0.000006056
0.904219700,0.000006051
0.896209000,0.000006071
0.888207000,0.000006070
0.880191600,0.000006090
0.872187600,0.000006082
0.864186400,0.000006064
0.856178000,0.000006108
0.848182800,0.000006050
0.840162300,0.000006095
0.832148700,0.000006046
0.824114900,0.000006067
0.816080200,0.000006059
0.808085200,0.000006060
0.800071700,0.000006063
0.792041100,0.000006054
0.784044300,0.000006043
0.776058600,0.000006051
0.768037600,0.000006075
0.760048300,0.000006070
0.752070100,0.000006067
0.744090800,0.000006058
0.736070500,0.000006047
0.728071700,0.000006053
0.720062200,0.000006050
0.712060600,0.000006031
0.704042700,0.000006067
0.696063800,0.000006047
0.688049900,0.000006029
0.680047500,0.000006057
0.672045500,0.000006044
0.664029700,0.000006030
0.656036800,0.000006003
0.648025700,0.000006002
0.640020500,0.000005959
0.632019800,0.000006003
0.624025300,0.000006020
0.615991500,0.000005985
0.607961800,0.000005985
0.599954200,0.000005986
0.591955500,0.000005966
0.583946300,0.000005944
0.575951600,0.000005940
0.567973300,0.000005908
0.559962600,0.000005938
0.551972500,0.000005957
0.543972900,0.000005922
0.535968100,0.000005901
0.527977300,0.000005874
0.519975200,0.000005896
0.511958600,0.000005860
0.503971700,0.000005851
0.495998600,0.000005855
0.487979300,0.000005831
0.479953900,0.000005809
0.471954200,0.000005770
0.463968400,0.000005783
0.455980800,0.000005780
0.447952200,0.000005768
0.439962000,0.000005732
0.431952000,0.000005719
0.423966300,0.000005719
0.415948900,0.000005672
0.407837600,0.000005622
0.399849500,0.000005622
0.391858800,0.000005619
0.383895100,0.000005598
0.375877600,0.000005563
0.367869400,0.000005506
0.359828800,0.000005527
0.351850700,0.000005530
0.343820900,0.000005493
0.335816500,0.000005493
0.327839600,0.000005382
0.319880800,0.000005353
0.311860300,0.000005368
0.303835600,0.000005405
0.295829200,0.000005304
0.287840700,0.000005272
0.279855400,0.000005215
0.271829200,0.000005172
0.263825600,0.000005162
0.255853800,0.000005157
0.247868000,0.000005123
0.239870000,0.000005029
0.231865800,0.000005028
0.223856200,0.000005052
0.215875300,0.000004962
0.207856200,0.000004835
0.199830000,0.000004813
0.191839500,0.000004781
0.183834000,0.000004707
0.175809400,0.000004636
0.167804200,0.000004586
0.159797100,0.000004545
0.151781200,0.000004498
0.143784400,0.000004485
0.135800400,0.000004433
0.127794600,0.000004350
0.119776000,0.000004248
0.111775200,0.000004202
0.103794600,0.000004184
0.095784780,0.000003994
0.087791230,0.000003895
0.079779630,0.000003785
0.071768570,0.000003762
0.063781630,0.000003743
0.055791910,0.000003557
0.047776040,0.000003481
0.039785170,0.000003445
0.031797860,0.000003271
0.023799850,0.000003199
0.015770140,0.000003107
0.007735563,0.000002988
-0.000294372,0.000002738
-0.008266820,0.000002715
-0.016290090,0.000002554
-0.024335080,0.000002414
-0.032321190,0.000002269
-0.040294600,0.000002200
-0.048304920,0.000001982
-0.056312060,0.000001893
-0.064307700,0.000001772
-0.070912910,0.000001665
-0.080083970,0.000001558
-0.088032380,0.000001520
-0.096281110,0.000001378
-0.104313700,0.000001193
-0.112314400,0.000001096
-0.120308100,0.000001054
-0.128300200,0.000000956
-0.136325600,0.000000844
-0.144353700,0.000000782
-0.152370400,0.000000709
-0.160364900,0.000000562
-0.168368400,0.000000506
-0.176362900,0.000000439
-0.184372000,0.000000282
-0.192352900,0.000000193
-0.200344600,0.000000142
-0.208417700,0.000000046
-0.216410000,0.000000008
-0.224384400,-0.000000148
-0.232395400,-0.000000167
-0.240414500,-0.000000246
-0.248403000,-0.000000303
-0.256374800,-0.000000367
-0.264418500,-0.000000435
-0.272411000,-0.000000576
-0.280431100,-0.000000643
-0.288421200,-0.000000718
-0.296416000,-0.000000768
-0.304416400,-0.000000845
-0.312404100,-0.000000943
-0.320394800,-0.000001042
-0.328406100,-0.000001125
-0.336392300,-0.000001132
-0.344388000,-0.000001210
-0.352399600,-0.000001259
-0.360396400,-0.000001369
-0.368406900,-0.000001438
-0.376390300,-0.000001437
-0.384398400,-0.000001494
-0.392416100,-0.000001618
-0.400389500,-0.000001664
-0.408494400,-0.000001709
-0.416522000,-0.000001789
-0.424508300,-0.000001835
-0.432511700,-0.000001925
-0.440488700,-0.000001976
-0.448478700,-0.000002017
-0.456491800,-0.000002085
-0.464497000,-0.000002128
-0.472508600,-0.000002191
-0.480501400,-0.000002248
-0.488518800,-0.000002325
-0.496495800,-0.000002346
-0.504471600,-0.000002409
-0.512506300,-0.000002469
-0.520513300,-0.000002525
-0.528489100,-0.000002598
-0.536505500,-0.000002667
-0.544517300,-0.000002699
-0.552495100,-0.000002744
-0.560482300,-0.000002831
