tab	samples
sample	site	specimens	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_r	dir_tilt_correction	height	geologic_classes	geologic_types	lithologies	analysts	software_packages	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	citations	method_codes	result_quality	location	tilt_correction
PKSF-1.	PKSF	PKSF-1.B:PKSF-1.C:PKSF-1.D:PKSF-1.E:PKSF-1.G:PKSF-1.H:PKSF-1.I:PKSF-1.J:PKSF-1.L:PKSF-1.M:PKSF-1.N:PKSF-1.O	    2.4 	lt	  120.8 	  -15.7 	   321 	12 	12 	0 	11.9657 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	17.8	0.0	0.0	90.0	-53.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-1.	PKSF	PKSF-1.C:PKSF-1.D:PKSF-1.E:PKSF-1.G:PKSF-1.H:PKSF-1.I:PKSF-1.J:PKSF-1.L:PKSF-1.M:PKSF-1.O	    3.4 	mt	   96.9 	   -6.0 	   202 	10 	10 	0 	9.9555 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	19.5	0.0	0.0	90.0	-53.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-1.	PKSF	PKSF-1.C:PKSF-1.D:PKSF-1.E:PKSF-1.G:PKSF-1.H:PKSF-1.I:PKSF-1.J:PKSF-1.L:PKSF-1.M:PKSF-1.O	    3.4 	mt	   96.9 	   -6.0 	   202 	10 	10 	0 	9.9555 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	17.8	0.0	0.0	90.0	-53.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-2	PKSF	PKSF-2A:PKSF-2B:PKSF-2C:PKSF-2D:PKSF-2E:PKSF-2F:PKSF-2G:PKSF-2H:PKSF-2I:PKSF-2J:PKSF-2K	   21.4 	lt	    1.9 	   61.8 	     6 	11 	11 	0 	9.1893 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-6.5	0.0	0.0	90.0	-64.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-2	PKSF	PKSF-2A:PKSF-2B:PKSF-2C:PKSF-2D:PKSF-2E:PKSF-2F:PKSF-2G:PKSF-2H:PKSF-2I:PKSF-2J:PKSF-2K	   21.4 	lt	    1.9 	   61.8 	     6 	11 	11 	0 	9.1893 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-8.0	0.0	0.0	90.0	-64.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-2	PKSF	PKSF-2A:PKSF-2B:PKSF-2C:PKSF-2D:PKSF-2E:PKSF-2F:PKSF-2G:PKSF-2H:PKSF-2I:PKSF-2J:PKSF-2K	   25.9 	mt	   28.7 	   25.3 	     4 	11 	11 	0 	8.5383 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-6.5	0.0	0.0	90.0	-64.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-2	PKSF	PKSF-2A:PKSF-2B:PKSF-2C:PKSF-2D:PKSF-2E:PKSF-2F:PKSF-2G:PKSF-2H:PKSF-2I:PKSF-2J:PKSF-2K	   25.9 	mt	   28.7 	   25.3 	     4 	11 	11 	0 	8.5383 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-8.0	0.0	0.0	90.0	-64.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-3	PKSF	PKSF-3B:PKSF-3C:PKSF-3D:PKSF-3E:PKSF-3F:PKSF-3G:PKSF-3H:PKSF-3I:PKSF-3J:PKSF-3K:PKSF-3L	    5.3 	lt	  239.7 	    7.9 	    75 	11 	11 	0 	10.8672 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-12.0	0.0	0.0	90.0	-73.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-3	PKSF	PKSF-3B:PKSF-3C:PKSF-3D:PKSF-3E:PKSF-3F:PKSF-3G:PKSF-3H:PKSF-3I:PKSF-3J:PKSF-3K:PKSF-3L	    5.3 	lt	  239.7 	    7.9 	    75 	11 	11 	0 	10.8672 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-6.7	0.0	0.0	90.0	-73.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-3	PKSF	PKSF-3B:PKSF-3C:PKSF-3D:PKSF-3E:PKSF-3F:PKSF-3G:PKSF-3H:PKSF-3I:PKSF-3J:PKSF-3K:PKSF-3L	   20.7 	mt	  265.5 	  -24.5 	     6 	11 	11 	0 	9.2801 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-12.0	0.0	0.0	90.0	-73.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-3	PKSF	PKSF-3B:PKSF-3C:PKSF-3D:PKSF-3E:PKSF-3F:PKSF-3G:PKSF-3H:PKSF-3I:PKSF-3J:PKSF-3K:PKSF-3L	   20.7 	mt	  265.5 	  -24.5 	     6 	11 	11 	0 	9.2801 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-6.7	0.0	0.0	90.0	-73.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-4	PKSF	PKSF-4B:PKSF-4C:PKSF-4D:PKSF-4E:PKSF-4F:PKSF-4G:PKSF-4H:PKSF-4I:PKSF-4J:PKSF-4K	   16.8 	lt	  158.5 	   -8.2 	     9 	10 	10 	0 	9.0247 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-31.0	0.0	0.0	90.0	-48.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-4	PKSF	PKSF-4B:PKSF-4C:PKSF-4D:PKSF-4E:PKSF-4F:PKSF-4G:PKSF-4H:PKSF-4I:PKSF-4J:PKSF-4K	   16.8 	lt	  158.5 	   -8.2 	     9 	10 	10 	0 	9.0247 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	31.0	0.0	0.0	90.0	-48.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-4	PKSF	PKSF-4B:PKSF-4C:PKSF-4D:PKSF-4E:PKSF-4F:PKSF-4G:PKSF-4H:PKSF-4I:PKSF-4J:PKSF-4K	   43.7 	mt	  114.3 	  -17.1 	     2 	10 	10 	0 	5.8740 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-31.0	0.0	0.0	90.0	-48.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-4	PKSF	PKSF-4B:PKSF-4C:PKSF-4D:PKSF-4E:PKSF-4F:PKSF-4G:PKSF-4H:PKSF-4I:PKSF-4J:PKSF-4K	   43.7 	mt	  114.3 	  -17.1 	     2 	10 	10 	0 	5.8740 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	31.0	0.0	0.0	90.0	-48.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-5	PKSF	PKSF-5A:PKSF-5B:PKSF-5C:PKSF-5D:PKSF-5E:PKSF-5F:PKSF-5G:PKSF-5H:PKSF-5I:PKSF-5J:PKSF-5K:PKSF-5L	    2.8 	lt	  312.6 	   68.3 	   246 	12 	12 	0 	11.9553 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-3.0	0.0	0.0	90.0	-36.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-5	PKSF	PKSF-5A:PKSF-5B:PKSF-5C:PKSF-5D:PKSF-5E:PKSF-5F:PKSF-5G:PKSF-5H:PKSF-5I:PKSF-5J:PKSF-5K:PKSF-5L	    2.8 	lt	  312.6 	   68.3 	   246 	12 	12 	0 	11.9553 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-8.7	0.0	0.0	90.0	-36.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-5	PKSF	PKSF-5A:PKSF-5B:PKSF-5C:PKSF-5D:PKSF-5E:PKSF-5F:PKSF-5G:PKSF-5H:PKSF-5I:PKSF-5J:PKSF-5K:PKSF-5L	    3.9 	mt	  340.3 	   52.0 	   122 	12 	12 	0 	11.9099 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-3.0	0.0	0.0	90.0	-36.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-5	PKSF	PKSF-5A:PKSF-5B:PKSF-5C:PKSF-5D:PKSF-5E:PKSF-5F:PKSF-5G:PKSF-5H:PKSF-5I:PKSF-5J:PKSF-5K:PKSF-5L	    3.9 	mt	  340.3 	   52.0 	   122 	12 	12 	0 	11.9099 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-8.7	0.0	0.0	90.0	-36.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-6	PKSF	PKSF-6B:PKSF-6C:PKSF-6D:PKSF-6E:PKSF-6F	    2.4 	lt	   31.7 	   -3.0 	   997 	5 	5 	0 	4.9960 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-52.5	0.0	0.0	90.0	-38.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-6	PKSF	PKSF-6B:PKSF-6C:PKSF-6D:PKSF-6E:PKSF-6F	    2.4 	lt	   31.7 	   -3.0 	   997 	5 	5 	0 	4.9960 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-59.4	0.0	0.0	90.0	-38.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-6	PKSF	PKSF-6B:PKSF-6C:PKSF-6D:PKSF-6E:PKSF-6F	    4.6 	mt	   28.1 	    4.4 	   283 	5 	5 	0 	4.9858 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-52.5	0.0	0.0	90.0	-38.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-6	PKSF	PKSF-6B:PKSF-6C:PKSF-6D:PKSF-6E:PKSF-6F	    4.6 	mt	   28.1 	    4.4 	   283 	5 	5 	0 	4.9858 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-59.4	0.0	0.0	90.0	-38.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-7	PKSF	PKSF-7A:PKSF-7B:PKSF-7C:PKSF-7D:PKSF-7E:PKSF-7F:PKSF-7G:PKSF-7H:PKSF-7I	   11.4 	lt	  107.8 	  -59.1 	    22 	9 	9 	0 	8.6280 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	33.5	0.0	0.0	90.0	-36.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-7	PKSF	PKSF-7A:PKSF-7B:PKSF-7C:PKSF-7D:PKSF-7E:PKSF-7F:PKSF-7G:PKSF-7H:PKSF-7I	   11.4 	lt	  107.8 	  -59.1 	    22 	9 	9 	0 	8.6280 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	32.8	0.0	0.0	90.0	-36.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-7	PKSF	PKSF-7A:PKSF-7B:PKSF-7C:PKSF-7D:PKSF-7E:PKSF-7F:PKSF-7G:PKSF-7H:PKSF-7I	    9.2 	mt	   32.6 	  -36.7 	    32 	9 	9 	0 	8.7517 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	33.5	0.0	0.0	90.0	-36.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-7	PKSF	PKSF-7A:PKSF-7B:PKSF-7C:PKSF-7D:PKSF-7E:PKSF-7F:PKSF-7G:PKSF-7H:PKSF-7I	    9.2 	mt	   32.6 	  -36.7 	    32 	9 	9 	0 	8.7517 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	32.8	0.0	0.0	90.0	-36.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-8	PKSF	PKSF-8A:PKSF-8B:PKSF-8C:PKSF-8D:PKSF-8E:PKSF-8F:PKSF-8G	    5.5 	lt	   85.0 	  -21.9 	   119 	7 	7 	0 	6.9498 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-39.0	0.0	0.0	90.0	-28.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-8	PKSF	PKSF-8A:PKSF-8B:PKSF-8C:PKSF-8D:PKSF-8E:PKSF-8F:PKSF-8G	    5.5 	lt	   85.0 	  -21.9 	   119 	7 	7 	0 	6.9498 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-41.0	0.0	0.0	90.0	-28.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-8	PKSF	PKSF-8A:PKSF-8B:PKSF-8C:PKSF-8D:PKSF-8E:PKSF-8F:PKSF-8G	    5.5 	mt	   85.9 	  -17.8 	   122 	7 	7 	0 	6.9507 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-39.0	0.0	0.0	90.0	-28.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-8	PKSF	PKSF-8A:PKSF-8B:PKSF-8C:PKSF-8D:PKSF-8E:PKSF-8F:PKSF-8G	    5.5 	mt	   85.9 	  -17.8 	   122 	7 	7 	0 	6.9507 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-41.0	0.0	0.0	90.0	-28.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-9	PKSF	PKSF-9A:PKSF-9B:PKSF-9C:PKSF-9D:PKSF-9E:PKSF-9F:PKSF-9G:PKSF-9H:PKSF-9I	   13.6 	lt	    1.8 	  -53.6 	    15 	9 	9 	0 	8.4761 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-36.0	0.0	0.0	90.0	-28.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-9	PKSF	PKSF-9A:PKSF-9B:PKSF-9C:PKSF-9D:PKSF-9E:PKSF-9F:PKSF-9G:PKSF-9H:PKSF-9I	   13.6 	lt	    1.8 	  -53.6 	    15 	9 	9 	0 	8.4761 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-37.0	0.0	0.0	90.0	-28.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-9	PKSF	PKSF-9A:PKSF-9B:PKSF-9C:PKSF-9D:PKSF-9E:PKSF-9F:PKSF-9G:PKSF-9H:PKSF-9I	   12.5 	mt	   13.0 	  -42.1 	    18 	9 	9 	0 	8.5524 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-36.0	0.0	0.0	90.0	-28.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSF-9	PKSF	PKSF-9A:PKSF-9B:PKSF-9C:PKSF-9D:PKSF-9E:PKSF-9F:PKSF-9G:PKSF-9H:PKSF-9I	   12.5 	mt	   13.0 	  -42.1 	    18 	9 	9 	0 	8.5524 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	-37.0	0.0	0.0	90.0	-28.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSF	0
PKSG-1	PKSG	PKSG-1B:PKSG-1C:PKSG-1D:PKSG-1E:PKSG-1F:PKSG-1G	    3.8 	lt	  191.9 	   36.4 	   316 	6 	6 	0 	5.9842 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	183.7	0.0	0.0	90.0	-23.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSG-1	PKSG	PKSG-1B:PKSG-1C:PKSG-1D:PKSG-1E:PKSG-1F:PKSG-1G	    2.6 	mt	  180.3 	   11.6 	   653 	6 	6 	0 	5.9923 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	183.7	0.0	0.0	90.0	-23.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSG-2	PKSG	PKSG-2A:PKSG-2B:PKSG-2C:PKSG-2D:PKSG-2E:PKSG-2F:PKSG-2G	    8.0 	lt	  164.4 	  -13.2 	    59 	7 	7 	0 	6.8975 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	93.2	0.0	0.0	90.0	-39.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSG-2	PKSG	PKSG-2A:PKSG-2B:PKSG-2C:PKSG-2D:PKSG-2E:PKSG-2F:PKSG-2G	    5.4 	mt	  181.4 	  -25.9 	   128 	7 	7 	0 	6.9530 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	93.2	0.0	0.0	90.0	-39.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSG-3	PKSG	PKSG-3B:PKSG-3C:PKSG-3D:PKSG-3E	    7.0 	lt	   44.1 	  -14.9 	   175 	4 	4 	0 	3.9829 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	125.7	0.0	0.0	90.0	-29.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSG-3	PKSG	PKSG-3B:PKSG-3C:PKSG-3D:PKSG-3E	   40.9 	mt	  136.3 	   -8.0 	     6 	4 	4 	0 	3.5009 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	125.7	0.0	0.0	90.0	-29.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSG-4	PKSG	PKSG-4B:PKSG-4C:PKSG-4D:PKSG-4E:PKSG-4F	   19.9 	lt	   38.6 	  -16.5 	    16 	5 	5 	0 	4.7462 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	149.7	0.0	0.0	90.0	-11.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSG-4	PKSG	PKSG-4B:PKSG-4C:PKSG-4D:PKSG-4E:PKSG-4F	   19.6 	mt	  192.6 	  -34.0 	    16 	5 	5 	0 	4.7532 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	149.7	0.0	0.0	90.0	-11.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSG-5	PKSG	PKSG-5B:PKSG-5C:PKSG-5D	  180.0 	lt	  160.7 	   15.7 	     3 	3 	3 	0 	2.3016 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	49.7	0.0	0.0	90.0	-50.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSG-5	PKSG	PKSG-5B:PKSG-5C:PKSG-5D	   10.1 	mt	  127.0 	   25.4 	   149 	3 	3 	0 	2.9866 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	49.7	0.0	0.0	90.0	-50.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSG-6	PKSG	PKSG-6A:PKSG-6C	   36.2 	lt	  141.4 	    1.0 	    50 	2 	2 	0 	1.9799 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	248.7	0.0	0.0	90.0	-82.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSG-6	PKSG	PKSG-6A:PKSG-6B:PKSG-6C	    6.8 	mt	  150.5 	    1.3 	   325 	3 	3 	0 	2.9938 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	248.7	0.0	0.0	90.0	-82.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSG-7	PKSG	PKSG-7C		lt	165.9	42.4		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	221.7	0.0	0.0	90.0	-14.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	
PKSG-7	PKSG	PKSG-7B:PKSG-7C	    9.4 	mt	  168.5 	   37.6 	   713 	2 	2 	0 	1.9986 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	221.7	0.0	0.0	90.0	-14.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSG-8	PKSG	PKSG-8B:PKSG-8C:PKSG-8D	   43.6 	lt	  134.3 	    3.5 	     9 	3 	3 	0 	2.7789 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	209.7	0.0	0.0	90.0	-44.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSG-8	PKSG	PKSG-8B:PKSG-8C:PKSG-8D	    8.8 	mt	  125.7 	   17.3 	   197 	3 	3 	0 	2.9899 	0	0					pmagpy-4.3.7: demag_gui.v.3.0	209.7	0.0	0.0	90.0	-44.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSG	0
PKSH-1	PKSH	PKSH-1B:PKSH-1F:PKSH-1G:PKSH-1H:PKSH-1I:PKSH-1J:PKSH-1K:PKSH-1L	   58.3 	lt	  224.8 	  -80.6 	     2 	8 	8 	0 	4.2339 	0	770					pmagpy-4.3.7: demag_gui.v.3.0	247.8	0.0	0.0	90.0	-23.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSH	0
PKSH-1	PKSH	PKSH-1B:PKSH-1C:PKSH-1D:PKSH-1E:PKSH-1F:PKSH-1G:PKSH-1I:PKSH-1J:PKSH-1K:PKSH-1L	    6.4 	mt	  141.0 	  -29.0 	    59 	10 	10 	0 	9.8468 	0	770					pmagpy-4.3.7: demag_gui.v.3.0	247.8	0.0	0.0	90.0	-23.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSH	0
PKSH-2	PKSH	PKSH-2B:PKSH-2C:PKSH-2D:PKSH-2E:PKSH-2F:PKSH-2G:PKSH-2H:PKSH-2I	   39.7 	lt	  191.1 	   22.9 	     3 	8 	8 	0 	5.5854 	0	770					pmagpy-4.3.7: demag_gui.v.3.0	-62.7	0.0	0.0	90.0	-5.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSH	0
PKSH-2	PKSH	PKSH-2B:PKSH-2C:PKSH-2D:PKSH-2E:PKSH-2F:PKSH-2G:PKSH-2H:PKSH-2I:PKSH-2J	    5.5 	mt	  193.8 	   11.2 	    88 	9 	9 	0 	8.9094 	0	770					pmagpy-4.3.7: demag_gui.v.3.0	-62.7	0.0	0.0	90.0	-5.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSH	0
PKSH-3	PKSH	PKSH-3B:PKSH-3E	  180.0 	lt	  219.3 	   11.7 	     1 	2 	2 	0 	0.6435 	0	770					pmagpy-4.3.7: demag_gui.v.3.0	154.8	0.0	0.0	90.0	-24.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSH	0
PKSH-3	PKSH	PKSH-3B:PKSH-3C:PKSH-3D:PKSH-3E:PKSH-3F	   14.6 	mt	  225.2 	   13.2 	    28 	5 	5 	0 	4.8589 	0	770					pmagpy-4.3.7: demag_gui.v.3.0	154.8	0.0	0.0	90.0	-24.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSH	0
PKSI-1	PKSI	PKSI-1B:PKSI-1C:PKSI-1D:PKSI-1E:PKSI-1F:PKSI-1G	    6.1 	lt	   93.0 	  -45.0 	   123 	6 	6 	0 	5.9592 	0	553					pmagpy-4.3.7: demag_gui.v.3.0	226.7	0.0	0.0	88.7	-25.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSI	0
PKSI-1	PKSI	PKSI-1B:PKSI-1C:PKSI-1D:PKSI-1E:PKSI-1F	    5.0 	mt	   48.8 	  -34.9 	   234 	5 	5 	0 	4.9829 	0	553					pmagpy-4.3.7: demag_gui.v.3.0	226.7	0.0	0.0	88.7	-25.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSI	0
PKSJ-1	PKSJ	PKSJ-1A		Fit 2	184.1	-40.0		1	1	0		0	601					pmagpy-4.3.7: demag_gui.v.3.0	181.2	0.0	0.0	88.7	-13.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSJ	
PKSJ-1	PKSJ	PKSJ-1A:PKSJ-1B:PKSJ-1C:PKSJ-1D	   17.1 	lt	  306.0 	  -19.5 	    30 	4 	4 	0 	3.8993 	0	601					pmagpy-4.3.7: demag_gui.v.3.0	181.2	0.0	0.0	88.7	-13.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSJ	0
PKSJ-1	PKSJ	PKSJ-1B:PKSJ-1C:PKSJ-1D	    6.5 	mt	  182.0 	  -37.3 	   363 	3 	3 	0 	2.9945 	0	601					pmagpy-4.3.7: demag_gui.v.3.0	181.2	0.0	0.0	88.7	-13.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSJ	0
PKSJ-2	PKSJ	PKSJ-2D		Fit 2	166.0	-33.1		1	1	0		0	601					pmagpy-4.3.7: demag_gui.v.3.0	-9.3	0.0	0.0	88.7	-16.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSJ	
PKSJ-2	PKSJ	PKSJ-2B:PKSJ-2C:PKSJ-2D:PKSJ-2E	   38.6 	lt	  270.6 	  -24.4 	     7 	4 	4 	0 	3.5485 	0	601					pmagpy-4.3.7: demag_gui.v.3.0	-9.3	0.0	0.0	88.7	-16.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSJ	0
PKSJ-2	PKSJ	PKSJ-2B:PKSJ-2C:PKSJ-2E	    2.4 	mt	  167.5 	  -32.7 	  2563 	3 	3 	0 	2.9992 	0	601					pmagpy-4.3.7: demag_gui.v.3.0	-9.3	0.0	0.0	88.7	-16.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKSJ	0
