tab	samples
sample	site	specimens	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_r	dir_tilt_correction	height	geologic_classes	geologic_types	lithologies	analysts	software_packages	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	citations	method_codes	result_quality	location	tilt_correction
NWFC-3D	NWFC	NWFC-3D		lt	250.7	26.0		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	160.6	0.0	0.0	88.6	-26.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-3D	NWFC	NWFC-3D		mt	342.2	38.1		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	160.6	0.0	0.0	88.6	-26.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-3E	NWFC												0						160.6	0.0	0.0	88.6	-26.0					
NWFC-4	NWFC												0						143.7	0.0	0.0	88.6	-55.0					
NWFC-4A	NWFC												0						143.7	0.0	0.0	88.6	-55.0					
NWFC-4B	NWFC	NWFC-4B		mt	357.3	-13.4		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	143.7	0.0	0.0	88.6	-55.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-4B	NWFC	NWFC-4B		lt	6.5	-6.5		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	143.7	0.0	0.0	88.6	-55.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-4C	NWFC	NWFC-4C		lt	10.4	-9.8		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	143.7	0.0	0.0	88.6	-55.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-4C	NWFC	NWFC-4C		mt	352.1	-11.9		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	143.7	0.0	0.0	88.6	-55.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-4D	NWFC	NWFC-4D		lt	10.1	-6.1		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	143.7	0.0	0.0	88.6	-55.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-4D	NWFC	NWFC-4D		mt	349.1	-10.6		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	143.7	0.0	0.0	88.6	-55.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-4E	NWFC	NWFC-4E		lt	316.4	18.5		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	143.7	0.0	0.0	88.6	-55.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-4E	NWFC	NWFC-4E		mt	301.0	-7.1		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	143.7	0.0	0.0	88.6	-55.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-5	NWFC												0						24.5	0.0	0.0	88.6	-58.5					
NWFC-5A	NWFC												0						24.5	0.0	0.0	88.6	-58.5					
NWFC-5B	NWFC	NWFC-5B		lt	119.9	-17.3		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	24.5	0.0	0.0	88.6	-58.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-5B	NWFC	NWFC-5B		mt	130.7	22.0		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	24.5	0.0	0.0	88.6	-58.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-5C	NWFC	NWFC-5C		lt	129.8	3.7		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	24.5	0.0	0.0	88.6	-58.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-5C	NWFC	NWFC-5C		mt	127.1	18.1		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	24.5	0.0	0.0	88.6	-58.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-5D	NWFC	NWFC-5D		mt	128.5	20.0		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	24.5	0.0	0.0	88.6	-58.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-5D	NWFC	NWFC-5D		lt	117.2	-14.0		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	24.5	0.0	0.0	88.6	-58.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-5E	NWFC	NWFC-5E		lt	133.2	15.5		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	24.5	0.0	0.0	88.6	-58.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-5E	NWFC	NWFC-5E		mt	132.0	25.9		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	24.5	0.0	0.0	88.6	-58.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-6	NWFC												0						22.7	0.0	0.0	88.6	-63.0					
NWFC-6A	NWFC												0						22.7	0.0	0.0	88.6	-63.0					
NWFC-6B	NWFC	NWFC-6B		lt	40.7	-32.6		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	22.7	0.0	0.0	88.6	-63.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-6B	NWFC	NWFC-6B		mt	44.2	-17.1		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	22.7	0.0	0.0	88.6	-63.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-6C	NWFC	NWFC-6C		lt	68.5	-30.9		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	22.7	0.0	0.0	88.6	-63.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-6C	NWFC	NWFC-6C		mt	47.5	-26.1		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	22.7	0.0	0.0	88.6	-63.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-6D	NWFC	NWFC-6D		mt	47.7	-37.9		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	22.7	0.0	0.0	88.6	-63.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-6D	NWFC	NWFC-6D		lt	58.7	-48.1		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	22.7	0.0	0.0	88.6	-63.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-6E	NWFC	NWFC-6E		lt	69.9	-47.7		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	22.7	0.0	0.0	88.6	-63.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-6E	NWFC	NWFC-6E		mt	66.9	-37.6		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	22.7	0.0	0.0	88.6	-63.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-7	NWFC												0						4.7	0.0	0.0	88.6	-106.0					
NWFC-7A	NWFC												0						4.7	0.0	0.0	88.6	-106.0					
NWFC-7B	NWFC	NWFC-7B		lt	225.9	40.9		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	4.7	0.0	0.0	88.6	-106.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-7B	NWFC	NWFC-7B		mt	359.1	28.6		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	4.7	0.0	0.0	88.6	-106.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-7C	NWFC	NWFC-7C		lt	237.0	41.4		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	4.7	0.0	0.0	88.6	-106.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-7C	NWFC	NWFC-7C		mt	351.0	22.2		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	4.7	0.0	0.0	88.6	-106.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-7D	NWFC	NWFC-7D		lt	241.2	27.6		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	4.7	0.0	0.0	88.6	-106.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-7D	NWFC	NWFC-7D		mt	351.3	25.1		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	4.7	0.0	0.0	88.6	-106.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-7E	NWFC	NWFC-7E		lt	254.2	36.1		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	4.7	0.0	0.0	88.6	-106.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-7E	NWFC	NWFC-7E		mt	354.4	26.7		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	4.7	0.0	0.0	88.6	-106.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-7F	NWFC	NWFC-7F		mt	350.3	27.6		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	4.7	0.0	0.0	88.6	-106.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-7F	NWFC	NWFC-7F		lt	236.1	35.1		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	4.7	0.0	0.0	88.6	-106.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-7G	NWFC												0						4.7	0.0	0.0	88.6	-106.0					
NWFC-8	NWFC												0						48.7	0.0	0.0	88.6	-70.5					
NWFC-8A	NWFC												0						48.7	0.0	0.0	88.6	-70.5					
NWFC-8B	NWFC	NWFC-8B		lt	145.1	42.5		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	48.7	0.0	0.0	88.6	-70.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-8B	NWFC	NWFC-8B		mt	162.3	70.4		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	48.7	0.0	0.0	88.6	-70.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-8C	NWFC	NWFC-8C		mt	165.7	71.9		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	48.7	0.0	0.0	88.6	-70.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-8C	NWFC	NWFC-8C		lt	210.2	78.2		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	48.7	0.0	0.0	88.6	-70.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-8D	NWFC	NWFC-8D		lt	237.0	78.0		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	48.7	0.0	0.0	88.6	-70.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-8D	NWFC	NWFC-8D		mt	168.8	75.0		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	48.7	0.0	0.0	88.6	-70.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-8E	NWFC	NWFC-8E		mt	171.3	77.2		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	48.7	0.0	0.0	88.6	-70.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-8E	NWFC	NWFC-8E		lt	287.1	70.5		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	48.7	0.0	0.0	88.6	-70.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-8F	NWFC	NWFC-8F		lt	246.9	79.0		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	48.7	0.0	0.0	88.6	-70.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-8F	NWFC	NWFC-8F		mt	156.1	72.3		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	48.7	0.0	0.0	88.6	-70.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-8G	NWFC	NWFC-8G		lt	249.8	78.0		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	48.7	0.0	0.0	88.6	-70.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-8G	NWFC	NWFC-8G		mt	180.7	77.8		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	48.7	0.0	0.0	88.6	-70.5	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NWFC	
NWFC-8H	NWFC												0						48.7	0.0	0.0	88.6	-70.5					
PKQA-0	PKQA												0						220.7	0.0	0.0	88.7	-76.0					
PKQA-0A	PKQA	PKQA-0A		mt	194.1	48.2		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	220.7	0.0	0.0	88.7	-76.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-0A	PKQA	PKQA-0A		lt	191.3	52.4		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	220.7	0.0	0.0	88.7	-76.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-0B	PKQA	PKQA-0B		lt	184.5	52.0		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	220.7	0.0	0.0	88.7	-76.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-0B	PKQA	PKQA-0B		mt	188.9	54.3		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	220.7	0.0	0.0	88.7	-76.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-0C	PKQA	PKQA-0C		lt	203.3	65.2		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	220.7	0.0	0.0	88.7	-76.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-0C	PKQA	PKQA-0C		mt	184.5	47.4		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	220.7	0.0	0.0	88.7	-76.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-0D	PKQA	PKQA-0D		lt2	179.3	49.3		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	220.7	0.0	0.0	88.7	-76.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-0D	PKQA	PKQA-0D		mt	187.2	51.5		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	220.7	0.0	0.0	88.7	-76.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-0E	PKQA	PKQA-0E		mt	187.5	53.0		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	220.7	0.0	0.0	88.7	-76.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-0E	PKQA	PKQA-0E		lt	182.1	51.8		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	220.7	0.0	0.0	88.7	-76.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-0E	PKQA	PKQA-0E		lt2	177.1	46.7		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	220.7	0.0	0.0	88.7	-76.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-0F	PKQA	PKQA-0F		lt2	182.6	52.6		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	220.7	0.0	0.0	88.7	-76.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-0F	PKQA	PKQA-0F		mt	189.3	54.3		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	220.7	0.0	0.0	88.7	-76.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-0F	PKQA	PKQA-0F		lt	160.8	29.9		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	220.7	0.0	0.0	88.7	-76.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-0G	PKQA												0						220.7	0.0	0.0	88.7	-76.0					
PKQA-0H	PKQA												0						220.7	0.0	0.0	88.7	-76.0					
PKQA-1	PKQA												0						247.5	0.0	0.0	88.7	-72.0					
PKQA-1A	PKQA												0						247.5	0.0	0.0	88.7	-72.0					
PKQA-1B	PKQA	PKQA-1B		mt	294.8	59.3		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	247.5	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-1B	PKQA	PKQA-1B		lt	307.6	62.3		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	247.5	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-1C	PKQA	PKQA-1C		mt	288.6	59.5		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	247.5	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-1C	PKQA	PKQA-1C		lt	300.0	71.0		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	247.5	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-1D	PKQA	PKQA-1D		mt	293.7	60.6		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	247.5	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-1D	PKQA	PKQA-1D		lt	150.2	43.9		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	247.5	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-1E	PKQA												0						247.5	0.0	0.0	88.7	-72.0					
PKQA-2	PKQA												0						214.9	0.0	0.0	88.7	-72.0					
PKQA-2A	PKQA												0						214.9	0.0	0.0	88.7	-72.0					
PKQA-2B	PKQA	PKQA-2B		mt	302.1	73.9		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2B	PKQA	PKQA-2B		lt	310.4	67.6		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2C	PKQA	PKQA-2C		mt	295.9	76.5		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2C	PKQA	PKQA-2C		lt	23.2	86.2		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2D	PKQA	PKQA-2D		mt	298.3	68.7		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2E	PKQA	PKQA-2E		mt	300.2	70.3		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2E	PKQA	PKQA-2E		lt	317.9	74.3		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2F	PKQA	PKQA-2F		mt	295.3	70.5		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2F	PKQA	PKQA-2F		lt	309.8	68.8		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2G	PKQA	PKQA-2G		mt	296.5	67.5		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2G	PKQA	PKQA-2G		lt	119.0	49.0		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2H	PKQA	PKQA-2H		mt	296.9	69.2		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2H	PKQA	PKQA-2H		lt	303.8	55.4		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2I	PKQA	PKQA-2I		lt	314.3	75.3		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2I	PKQA	PKQA-2I		mt	296.0	62.7		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2J	PKQA	PKQA-2J		mt	296.7	56.1		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2K	PKQA	PKQA-2K		mt	293.8	63.7		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	214.9	0.0	0.0	88.7	-72.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-2L	PKQA												0						214.9	0.0	0.0	88.7	-72.0					
PKQA-2M	PKQA												0						214.9	0.0	0.0	88.7	-72.0					
PKQA-3	PKQA												0						200.7	0.0	0.0	88.7	-49.0					
PKQA-3A	PKQA												0						200.7	0.0	0.0	88.7	-49.0					
PKQA-3B	PKQA	PKQA-3B		lt	325.3	67.6		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	200.7	0.0	0.0	88.7	-49.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-3B	PKQA	PKQA-3B		mt	314.4	73.4		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	200.7	0.0	0.0	88.7	-49.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-3C	PKQA	PKQA-3C		lt	328.9	67.9		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	200.7	0.0	0.0	88.7	-49.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-3C	PKQA	PKQA-3C		mt	311.7	70.9		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	200.7	0.0	0.0	88.7	-49.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-3D	PKQA	PKQA-3D		lt	316.8	63.6		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	200.7	0.0	0.0	88.7	-49.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-3D	PKQA	PKQA-3D		mt	315.8	74.0		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	200.7	0.0	0.0	88.7	-49.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-3E	PKQA	PKQA-3E		mt	302.9	69.5		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	200.7	0.0	0.0	88.7	-49.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-3E	PKQA	PKQA-3E		lt	331.1	70.4		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	200.7	0.0	0.0	88.7	-49.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
PKQA-3F	PKQA	PKQA-3F		mt	308.0	72.4		1	1	0		0	0					pmagpy-4.3.7: demag_gui.v.3.0	200.7	0.0	0.0	88.7	-49.0	This study	SO-CMD-NORTH:LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PKQA	
