tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2C	PKQ-A-2C_LP-DIR-T	shoemake 2025-07-10 19:47:34	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	17.8	181.1	l	g	14.3	16.8	9	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2C	PKQ-A-2C_LP-DIR-T	shoemake 2025-07-10 19:47:34	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	1.7	160.5	l	g	19.7	10.0	6	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2C	PKQ-A-2C_LP-DIR-T	shoemake 2025-07-10 19:47:34	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	17.8	83.0	l	g	86.2	16.8	9	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2C	PKQ-A-2C_LP-DIR-T	shoemake 2025-07-10 19:47:34	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	1.7	328.3	l	g	71.5	10.0	6	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2D	PKQ-A-2D_LP-DIR-T	shoemake 2025-07-10 19:49:58	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	9.2	170.9	l	g	14.9	30.0	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2D	PKQ-A-2D_LP-DIR-T	shoemake 2025-07-10 19:49:58	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	6.4	162.3	l	g	19.1	9.5	5	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2D	PKQ-A-2D_LP-DIR-T	shoemake 2025-07-10 19:49:58	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	9.2	354.8	l	g	80.8	30.0	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2D	PKQ-A-2D_LP-DIR-T	shoemake 2025-07-10 19:49:58	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	6.4	330.0	l	g	73.1	9.5	5	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2E	PKQ-A-2E_LP-DIR-T	shoemake 2025-07-10 19:52:24	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	6.1	165.9	l	g	13.9	15.2	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2E	PKQ-A-2E_LP-DIR-T	shoemake 2025-07-10 19:52:24	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	3.9	158.7	l	g	18.4	5.6	6	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2E	PKQ-A-2E_LP-DIR-T	shoemake 2025-07-10 19:52:24	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	6.1	351.5	l	g	75.8	15.2	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2E	PKQ-A-2E_LP-DIR-T	shoemake 2025-07-10 19:52:24	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	3.9	332.3	l	g	69.8	5.6	6	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2F	PKQ-A-2F_LP-DIR-T	shoemake 2025-07-10 19:54:53	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	10.7	168.2	l	g	15.0	15.0	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2F	PKQ-A-2F_LP-DIR-T	shoemake 2025-07-10 19:54:53	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	4.5	148.0	l	g	18.6	5.6	5	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2F	PKQ-A-2F_LP-DIR-T	shoemake 2025-07-10 19:54:53	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	10.7	349.6	l	g	78.3	15.0	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2F	PKQ-A-2F_LP-DIR-T	shoemake 2025-07-10 19:54:53	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	4.5	330.4	l	g	59.7	5.6	5	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2G	PKQ-A-2G_LP-DIR-T	shoemake 2025-07-10 19:57:23	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	11.7	170.4	l	g	15.4	22.7	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2G	PKQ-A-2G_LP-DIR-T	shoemake 2025-07-10 19:57:23	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	3.2	154.9	l	g	20.0	10.7	6	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2G	PKQ-A-2G_LP-DIR-T	shoemake 2025-07-10 19:57:23	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	11.7	351.2	l	g	80.4	22.7	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2G	PKQ-A-2G_LP-DIR-T	shoemake 2025-07-10 19:57:23	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	3.2	327.9	l	g	66.2	10.7	6	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2H	PKQ-A-2H_LP-DIR-T	shoemake 2025-07-10 19:59:54	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	2.4	157.0	l	g	15.0	15.6	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2H	PKQ-A-2H_LP-DIR-T	shoemake 2025-07-10 19:59:54	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	5.8	157.4	l	g	20.0	7.7	6	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2H	PKQ-A-2H_LP-DIR-T	shoemake 2025-07-10 19:59:54	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	2.4	341.1	l	g	67.7	15.6	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2H	PKQ-A-2H_LP-DIR-T	shoemake 2025-07-10 19:59:54	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	5.8	327.8	l	g	68.6	7.7	6	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2I	PKQ-A-2I_LP-DIR-T	shoemake 2025-07-10 20:02:22	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	6.7	164.6	l	g	15.1	13.1	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2I	PKQ-A-2I_LP-DIR-T	shoemake 2025-07-10 20:02:22	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	3.6	149.9	l	g	21.0	9.9	6	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2I	PKQ-A-2I_LP-DIR-T	shoemake 2025-07-10 20:02:22	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	6.7	345.5	l	g	74.9	13.1	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2I	PKQ-A-2I_LP-DIR-T	shoemake 2025-07-10 20:02:22	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	3.6	325.7	l	g	61.5	9.9	6	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2J	PKQ-A-2J_LP-DIR-T	shoemake 2025-07-10 20:04:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	6.1	162.7	l	g	15.0	11.9	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2J	PKQ-A-2J_LP-DIR-T	shoemake 2025-07-10 20:04:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	5.7	146.7	l	g	19.2	7.1	8	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2J	PKQ-A-2J_LP-DIR-T	shoemake 2025-07-10 20:04:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	6.1	344.3	l	g	73.1	11.9	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2J	PKQ-A-2J_LP-DIR-T	shoemake 2025-07-10 20:04:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	5.7	329.2	l	g	58.4	7.1	8	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2K	PKQ-A-2K_LP-DIR-T	shoemake 2025-07-10 20:07:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	4.2	156.5	l	g	20.0	6.2	8	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2K	PKQ-A-2K_LP-DIR-T	shoemake 2025-07-10 20:07:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	6.5	159.4	l	g	15.0	13.1	8	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2K	PKQ-A-2K_LP-DIR-T	shoemake 2025-07-10 20:07:14	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	4.2	327.6	l	g	67.7	6.2	8	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-2K	PKQ-A-2K_LP-DIR-T	shoemake 2025-07-10 20:07:14	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	6.5	342.2	l	g	70.0	13.1	8	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3B	PKQ-A-3B_LP-DIR-T	shoemake 2025-02-27 21:56:33	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.3	157.0	l	g	27.4	20.1	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3B	PKQ-A-3B_LP-DIR-T	shoemake 2025-02-27 21:56:33	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	1.6	163.5	l	g	33.5	4.4	6	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3B	PKQ-A-3B_LP-DIR-T	shoemake 2025-02-27 21:56:33	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.3	308.7	l	g	66.8	20.1	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3B	PKQ-A-3B_LP-DIR-T	shoemake 2025-02-27 21:56:33	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	1.6	287.1	l	g	68.6	4.4	6	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3C	PKQ-A-3C_LP-DIR-T	shoemake 2025-02-27 21:59:02	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	8.3	150.2	l	g	28.6	24.4	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3C	PKQ-A-3C_LP-DIR-T	shoemake 2025-02-27 21:59:02	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	1.7	163.3	l	g	32.3	6.0	5	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3C	PKQ-A-3C_LP-DIR-T	shoemake 2025-02-27 21:59:02	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	8.3	310.0	l	g	60.8	24.4	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3C	PKQ-A-3C_LP-DIR-T	shoemake 2025-02-27 21:59:02	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	1.7	290.0	l	g	69.2	6.0	5	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3D	PKQ-A-3D_LP-DIR-T	shoemake 2025-02-27 22:01:32	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	6.1	153.1	l	g	29.5	8.5	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3D	PKQ-A-3D_LP-DIR-T	shoemake 2025-02-27 22:01:32	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	2.7	162.7	l	g	32.9	3.5	6	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3D	PKQ-A-3D_LP-DIR-T	shoemake 2025-02-27 22:01:32	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	6.1	306.6	l	g	63.0	8.5	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3D	PKQ-A-3D_LP-DIR-T	shoemake 2025-02-27 22:01:32	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	2.7	289.6	l	g	68.5	3.5	6	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3E	PKQ-A-3E_LP-DIR-T	shoemake 2025-02-27 23:48:21	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	20.9	181.2	l	g	29.0	23.6	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3E	PKQ-A-3E_LP-DIR-T	shoemake 2025-02-27 23:48:21	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	0.6	156.3	l	g	34.1	1.9	6	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3E	PKQ-A-3E_LP-DIR-T	shoemake 2025-02-27 23:48:21	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	20.9	241.2	l	g	79.0	23.6	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3E	PKQ-A-3E_LP-DIR-T	shoemake 2025-02-27 23:48:21	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	0.6	294.7	l	g	63.4	1.9	6	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3F	PKQ-A-3F_LP-DIR-T	shoemake 2025-02-28 01:59:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	2.8	161.9	l	g	30.5	13.1	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3F	PKQ-A-3F_LP-DIR-T	shoemake 2025-02-28 01:59:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	0.8	159.7	l	g	34.0	2.7	6	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3F	PKQ-A-3F_LP-DIR-T	shoemake 2025-02-28 01:59:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	2.8	296.2	l	g	69.4	13.1	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-3F	PKQ-A-3F_LP-DIR-T	shoemake 2025-02-28 01:59:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	0.8	291.3	l	g	65.8	2.7	6	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4B	PKQ-A-4B_LP-DIR-T	shoemake 2025-02-28 02:03:04	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	7.5	145.4	l	g	40.1	13.0	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4B	PKQ-A-4B_LP-DIR-T	shoemake 2025-02-28 02:03:04	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	2.4	159.8	l	g	46.9	5.0	6	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4B	PKQ-A-4B_LP-DIR-T	shoemake 2025-02-28 02:03:04	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	7.5	292.9	l	g	52.9	13.0	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4B	PKQ-A-4B_LP-DIR-T	shoemake 2025-02-28 02:03:04	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	2.4	272.1	l	g	56.7	5.0	6	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4C	PKQ-A-4C_LP-DIR-T	shoemake 2025-02-28 02:07:23	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	2.9	157.3	l	g	48.2	3.3	6	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4C	PKQ-A-4C_LP-DIR-T	shoemake 2025-02-28 02:07:23	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	4.1	159.5	l	g	41.6	9.6	8	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4C	PKQ-A-4C_LP-DIR-T	shoemake 2025-02-28 02:07:23	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	2.9	273.1	l	g	54.6	3.3	6	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4C	PKQ-A-4C_LP-DIR-T	shoemake 2025-02-28 02:07:23	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	4.1	278.9	l	g	60.6	9.6	8	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4D	PKQ-A-4D_LP-DIR-T	shoemake 2025-02-28 02:09:53	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.8	152.2	l	g	49.4	12.7	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4D	PKQ-A-4D_LP-DIR-T	shoemake 2025-02-28 02:09:53	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	2.1	154.9	l	g	49.1	2.5	6	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4D	PKQ-A-4D_LP-DIR-T	shoemake 2025-02-28 02:09:53	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	3.8	275.9	l	g	51.4	12.7	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4D	PKQ-A-4D_LP-DIR-T	shoemake 2025-02-28 02:09:53	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	2.1	274.0	l	g	52.9	2.5	6	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4E	PKQ-A-4E_LP-DIR-T	shoemake 2025-02-28 02:12:20	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	12.1	176.4	l	g	44.7	6.8	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4E	PKQ-A-4E_LP-DIR-T	shoemake 2025-02-28 02:12:20	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	2.0	158.3	l	g	48.1	1.5	6	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4E	PKQ-A-4E_LP-DIR-T	shoemake 2025-02-28 02:12:20	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	12.1	252.3	l	g	63.1	6.8	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4E	PKQ-A-4E_LP-DIR-T	shoemake 2025-02-28 02:12:20	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	2.0	272.3	l	g	55.1	1.5	6	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4F	PKQ-A-4F_LP-DIR-T	shoemake 2024-12-06 15:47:24	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	18.7	187.6	l	g	43.1	19.1	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4F	PKQ-A-4F_LP-DIR-T	shoemake 2024-12-06 15:47:24	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	1.3	161.3	l	g	47.4	2.2	8	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4F	PKQ-A-4F_LP-DIR-T	shoemake 2024-12-06 15:47:24	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	18.7	233.9	l	g	64.1	19.1	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4F	PKQ-A-4F_LP-DIR-T	shoemake 2024-12-06 15:47:24	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	1.3	270.0	l	g	56.8	2.2	8	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4G	PKQ-A-4G_LP-DIR-T	shoemake 2024-12-06 15:49:55	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	5.7	167.7	l	g	47.5	9.9	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4G	PKQ-A-4G_LP-DIR-T	shoemake 2024-12-06 15:49:55	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.8	154.5	l	g	47.1	2.8	8	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4G	PKQ-A-4G_LP-DIR-T	shoemake 2024-12-06 15:49:55	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	5.7	262.9	l	g	58.9	9.9	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-4G	PKQ-A-4G_LP-DIR-T	shoemake 2024-12-06 15:49:55	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	0.8	276.7	l	g	54.1	2.8	8	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-5B	PKQ-A-5B_LP-DIR-T	shoemake 2025-07-10 20:36:46	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	9.7	265.5	l	g	36.0	5.6	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-5B	PKQ-A-5B_LP-DIR-T	shoemake 2025-07-10 20:36:46	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	2.1	288.8	l	g	36.0	1.2	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-5B	PKQ-A-5B_LP-DIR-T	shoemake 2025-07-10 20:36:46	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	9.7	190.5	l	g	14.0	5.6	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-5B	PKQ-A-5B_LP-DIR-T	shoemake 2025-07-10 20:36:46	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	2.1	196.6	l	g	-3.8	1.2	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-5C	PKQ-A-5C_LP-DIR-T	shoemake 2025-07-10 20:39:15	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	16.7	254.8	l	g	34.7	8.5	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-5C	PKQ-A-5C_LP-DIR-T	shoemake 2025-07-10 20:39:15	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	2.1	294.4	l	g	35.6	2.2	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-5C	PKQ-A-5C_LP-DIR-T	shoemake 2025-07-10 20:39:15	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	16.7	187.6	l	g	22.4	8.5	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-5C	PKQ-A-5C_LP-DIR-T	shoemake 2025-07-10 20:39:15	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	2.1	198.4	l	g	-8.0	2.2	7	0
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-5D	PKQ-A-5D_LP-DIR-T	shoemake 2025-07-10 20:41:46	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	19.1	250.6	l	g	34.1	7.0	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-5D	PKQ-A-5D_LP-DIR-T	shoemake 2025-07-10 20:41:46	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	783	633	K		2	mt	u	1.8	291.4	l	g	35.0	0.6	7	-1
This study	PKQ-A	PKQ-A-	PKQ	PKQ-A-5D	PKQ-A-5D_LP-DIR-T	shoemake 2025-07-10 20:41:46	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	19.1	186.5	l	g	25.8	7.0	7	0
