tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
This study	PKS-	PKS-F-	PKS	PKS-F-9F	PKS-F-9F_LP-DIR-T	shoemake 2025-08-07 14:42:50	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	5.1	127.6	l	g	-80.1	2.8	5	0
This study	PKS-	PKS-F-	PKS	PKS-F-9G	PKS-F-9G_LP-DIR-T	shoemake 2025-08-07 14:45:19	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	8.5	5.8	l	g	-30.4	19.7	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-9G	PKS-F-9G_LP-DIR-T	shoemake 2025-08-07 14:45:19	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	7.4	19.7	l	g	-23.1	6.5	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-9G	PKS-F-9G_LP-DIR-T	shoemake 2025-08-07 14:45:19	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	8.5	118.2	l	g	-83.3	19.7	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-9G	PKS-F-9G_LP-DIR-T	shoemake 2025-08-07 14:45:19	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	7.4	130.5	l	g	-69.1	6.5	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-9H	PKS-F-9H_LP-DIR-T	shoemake 2025-08-07 14:47:47	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	5.2	4.5	l	g	-32.1	16.2	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-9H	PKS-F-9H_LP-DIR-T	shoemake 2025-08-07 14:47:47	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	8.7	18.5	l	g	-21.8	3.3	8	-1
This study	PKS-	PKS-F-	PKS	PKS-F-9H	PKS-F-9H_LP-DIR-T	shoemake 2025-08-07 14:47:47	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	5.2	123.2	l	g	-85.3	16.2	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-9H	PKS-F-9H_LP-DIR-T	shoemake 2025-08-07 14:47:47	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	8.7	125.4	l	g	-69.1	3.3	8	0
This study	PKS-	PKS-F-	PKS	PKS-F-9I	PKS-F-9I_LP-DIR-T	shoemake 2025-08-07 14:50:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	6.0	5.6	l	g	-33.9	17.9	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-9I	PKS-F-9I_LP-DIR-T	shoemake 2025-08-07 14:50:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	6.8	9.0	l	g	-22.3	5.1	7	-1
This study	PKS-	PKS-F-	PKS	PKS-F-9I	PKS-F-9I_LP-DIR-T	shoemake 2025-08-07 14:50:14	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	433	273	K		2	lt	u	6.0	147.9	l	g	-85.3	17.9	7	0
This study	PKS-	PKS-F-	PKS	PKS-F-9I	PKS-F-9I_LP-DIR-T	shoemake 2025-08-07 14:50:14	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	6.8	104.0	l	g	-75.1	5.1	7	0
This study	PKS-	PKS-G-	PKS	PKS-G-1B	PKS-G-1B_LP-DIR-T	shoemake 2025-06-30 11:54:53	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	13.1	2.8	l	g	56.8	10.9	10	-1
This study	PKS-	PKS-G-	PKS	PKS-G-1B	PKS-G-1B_LP-DIR-T	shoemake 2025-06-30 11:54:53	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	3.4	356.8	l	g	36.9	3.6	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-1B	PKS-G-1B_LP-DIR-T	shoemake 2025-06-30 11:54:53	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	13.1	185.5	l	g	33.3	10.9	10	0
This study	PKS-	PKS-G-	PKS	PKS-G-1B	PKS-G-1B_LP-DIR-T	shoemake 2025-06-30 11:54:53	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	3.4	181.1	l	g	13.4	3.6	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-1C	PKS-G-1C_LP-DIR-T	shoemake 2025-06-30 11:57:19	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	12.1	5.7	l	g	56.6	9.6	10	-1
This study	PKS-	PKS-G-	PKS	PKS-G-1C	PKS-G-1C_LP-DIR-T	shoemake 2025-06-30 11:57:19	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	463	K		2	mt	u	4.4	356.0	l	g	42.0	3.3	11	-1
This study	PKS-	PKS-G-	PKS	PKS-G-1C	PKS-G-1C_LP-DIR-T	shoemake 2025-06-30 11:57:19	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	12.1	187.4	l	g	33.2	9.6	10	0
This study	PKS-	PKS-G-	PKS	PKS-G-1C	PKS-G-1C_LP-DIR-T	shoemake 2025-06-30 11:57:19	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	463	K		2	mt	u	4.4	180.6	l	g	18.5	3.3	11	0
This study	PKS-	PKS-G-	PKS	PKS-G-1D	PKS-G-1D_LP-DIR-T	shoemake 2025-06-30 11:59:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	12.5	7.9	l	g	56.6	7.1	7	-1
This study	PKS-	PKS-G-	PKS	PKS-G-1D	PKS-G-1D_LP-DIR-T	shoemake 2025-06-30 11:59:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	543	K		2	mt	u	3.6	0.7	l	g	39.1	7.1	7	-1
This study	PKS-	PKS-G-	PKS	PKS-G-1D	PKS-G-1D_LP-DIR-T	shoemake 2025-06-30 11:59:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	12.5	188.9	l	g	33.3	7.1	7	0
This study	PKS-	PKS-G-	PKS	PKS-G-1D	PKS-G-1D_LP-DIR-T	shoemake 2025-06-30 11:59:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	543	K		2	mt	u	3.6	184.2	l	g	15.6	7.1	7	0
This study	PKS-	PKS-G-	PKS	PKS-G-1E	PKS-G-1E_LP-DIR-T	shoemake 2025-06-30 12:02:18	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	10.9	12.5	l	g	57.6	7.5	10	-1
This study	PKS-	PKS-G-	PKS	PKS-G-1E	PKS-G-1E_LP-DIR-T	shoemake 2025-06-30 12:02:18	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	2.6	358.8	l	g	41.9	4.2	10	-1
This study	PKS-	PKS-G-	PKS	PKS-G-1E	PKS-G-1E_LP-DIR-T	shoemake 2025-06-30 12:02:18	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	10.9	191.8	l	g	34.4	7.5	10	0
This study	PKS-	PKS-G-	PKS	PKS-G-1E	PKS-G-1E_LP-DIR-T	shoemake 2025-06-30 12:02:18	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	2.6	182.8	l	g	18.4	4.2	10	0
This study	PKS-	PKS-G-	PKS	PKS-G-1F	PKS-G-1F_LP-DIR-T	shoemake 2025-06-30 12:04:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	12.3	9.3	l	g	58.8	12.0	10	-1
This study	PKS-	PKS-G-	PKS	PKS-G-1F	PKS-G-1F_LP-DIR-T	shoemake 2025-06-30 12:04:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	3.9	5.2	l	g	40.3	4.8	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-1F	PKS-G-1F_LP-DIR-T	shoemake 2025-06-30 12:04:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	12.3	189.6	l	g	35.5	12.0	10	0
This study	PKS-	PKS-G-	PKS	PKS-G-1F	PKS-G-1F_LP-DIR-T	shoemake 2025-06-30 12:04:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	3.9	187.8	l	g	16.9	4.8	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-1G	PKS-G-1G_LP-DIR-T	shoemake 2025-06-19 15:45:27	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	403	77	K		2	lt	u	18.2	16.2	l	g	63.8	14.3	7	-1
This study	PKS-	PKS-G-	PKS	PKS-G-1G	PKS-G-1G_LP-DIR-T	shoemake 2025-06-19 15:45:27	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-4.3.7: demag_gui	693	463	K		2	mt	u	2.1	357.1	l	g	38.6	4.1	10	-1
This study	PKS-	PKS-G-	PKS	PKS-G-1G	PKS-G-1G_LP-DIR-T	shoemake 2025-06-19 15:45:27	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	403	77	K		2	lt	u	18.2	193.1	l	g	40.8	14.3	7	0
This study	PKS-	PKS-G-	PKS	PKS-G-1G	PKS-G-1G_LP-DIR-T	shoemake 2025-06-19 15:45:27	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	693	463	K		2	mt	u	2.1	181.3	l	g	15.1	4.1	10	0
This study	PKS-	PKS-G-	PKS	PKS-G-2A	PKS-G-2A_LP-DIR-T	shoemake 2025-06-19 16:33:07	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	6.0	64.5	l	g	-13.4	8.9	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-2A	PKS-G-2A_LP-DIR-T	shoemake 2025-06-19 16:33:07	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-4.3.7: demag_gui	693	483	K		2	mt	u	4.3	56.8	l	g	-18.6	7.7	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-2A	PKS-G-2A_LP-DIR-T	shoemake 2025-06-19 16:33:07	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	6.0	255.3	l	g	-22.4	8.9	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-2A	PKS-G-2A_LP-DIR-T	shoemake 2025-06-19 16:33:07	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	693	483	K		2	mt	u	4.3	250.0	l	g	-29.9	7.7	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-2B	PKS-G-2B_LP-DIR-T	shoemake 2025-06-18 15:38:36	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	14.2	58.9	l	g	4.8	7.4	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-2B	PKS-G-2B_LP-DIR-T	shoemake 2025-06-18 15:38:36	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-4.3.7: demag_gui	693	483	K		2	mt	u	6.1	64.2	l	g	-15.4	6.8	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-2B	PKS-G-2B_LP-DIR-T	shoemake 2025-06-18 15:38:36	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	14.2	243.1	l	g	-7.4	7.4	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-2B	PKS-G-2B_LP-DIR-T	shoemake 2025-06-18 15:38:36	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	693	483	K		2	mt	u	6.1	255.9	l	g	-24.3	6.8	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-2C	PKS-G-2C_LP-DIR-T	shoemake 2025-06-18 15:40:55	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	15.5	63.8	l	g	4.1	4.9	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-2C	PKS-G-2C_LP-DIR-T	shoemake 2025-06-18 15:40:55	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-4.3.7: demag_gui	693	513	K		2	mt	u	0.0	64.1	l	g	-24.9	4.2	7	-1
This study	PKS-	PKS-G-	PKS	PKS-G-2C	PKS-G-2C_LP-DIR-T	shoemake 2025-06-18 15:40:55	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	15.5	247.9	l	g	-6.3	4.9	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-2C	PKS-G-2C_LP-DIR-T	shoemake 2025-06-18 15:40:55	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	693	513	K		2	mt	u	0.0	260.2	l	g	-32.9	4.2	7	0
This study	PKS-	PKS-G-	PKS	PKS-G-2D	PKS-G-2D_LP-DIR-T	shoemake 2025-06-18 15:43:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	15.5	69.1	l	g	2.8	8.7	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-2D	PKS-G-2D_LP-DIR-T	shoemake 2025-06-18 15:43:14	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-4.3.7: demag_gui	693	513	K		2	mt	u	5.0	65.9	l	g	-21.4	5.2	8	-1
This study	PKS-	PKS-G-	PKS	PKS-G-2D	PKS-G-2D_LP-DIR-T	shoemake 2025-06-18 15:43:14	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	15.5	253.3	l	g	-5.6	8.7	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-2D	PKS-G-2D_LP-DIR-T	shoemake 2025-06-18 15:43:14	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	693	513	K		2	mt	u	5.0	260.3	l	g	-29.1	5.2	8	0
This study	PKS-	PKS-G-	PKS	PKS-G-2E	PKS-G-2E_LP-DIR-T	shoemake 2025-06-18 15:45:33	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	15.2	75.6	l	g	0.3	4.8	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-2E	PKS-G-2E_LP-DIR-T	shoemake 2025-06-18 15:45:33	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	693	513	K		2	mt	u	8.9	71.6	l	g	-18.0	4.8	7	-1
This study	PKS-	PKS-G-	PKS	PKS-G-2E	PKS-G-2E_LP-DIR-T	shoemake 2025-06-18 15:45:33	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	15.2	260.3	l	g	-5.4	4.8	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-2E	PKS-G-2E_LP-DIR-T	shoemake 2025-06-18 15:45:33	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	693	513	K		2	mt	u	8.9	264.1	l	g	-23.7	4.8	7	0
This study	PKS-	PKS-G-	PKS	PKS-G-2F	PKS-G-2F_LP-DIR-T	shoemake 2025-06-18 15:47:53	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	273	K		2	lt	u	13.3	69.7	l	g	-0.7	7.9	10	-1
This study	PKS-	PKS-G-	PKS	PKS-G-2F	PKS-G-2F_LP-DIR-T	shoemake 2025-06-18 15:47:53	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-4.3.7: demag_gui	693	513	K		2	mt	u	4.5	61.5	l	g	-20.6	5.3	8	-1
This study	PKS-	PKS-G-	PKS	PKS-G-2F	PKS-G-2F_LP-DIR-T	shoemake 2025-06-18 15:47:53	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	273	K		2	lt	u	13.3	255.2	l	g	-8.6	7.9	10	0
This study	PKS-	PKS-G-	PKS	PKS-G-2F	PKS-G-2F_LP-DIR-T	shoemake 2025-06-18 15:47:53	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	693	513	K		2	mt	u	4.5	255.6	l	g	-30.0	5.3	8	0
This study	PKS-	PKS-G-	PKS	PKS-G-2G	PKS-G-2G_LP-DIR-T	shoemake 2025-06-18 15:50:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	16.1	77.8	l	g	-3.7	9.4	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-2G	PKS-G-2G_LP-DIR-T	shoemake 2025-06-18 15:50:14	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-4.3.7: demag_gui	693	513	K		2	mt	u	4.0	63.4	l	g	-19.7	4.1	8	-1
This study	PKS-	PKS-G-	PKS	PKS-G-2G	PKS-G-2G_LP-DIR-T	shoemake 2025-06-18 15:50:14	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	16.1	264.0	l	g	-8.3	9.4	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-2G	PKS-G-2G_LP-DIR-T	shoemake 2025-06-18 15:50:14	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	693	513	K		2	mt	u	4.0	257.0	l	g	-28.5	4.1	8	0
This study	PKS-	PKS-G-	PKS	PKS-G-3B	PKS-G-3B_LP-DIR-T	shoemake 2025-06-19 15:50:19	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		1	lt	u	19.9	278.4	l	g	-5.7	7.7	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-3B	PKS-G-3B_LP-DIR-T	shoemake 2025-06-19 15:50:19	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		1	lt	u	19.9	99.2	l	g	-8.6	7.7	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-3C	PKS-G-3C_LP-DIR-T	shoemake 2025-06-18 15:55:00	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		1	lt	u	23.6	279.0	l	g	-8.5	8.4	8	-1
This study	PKS-	PKS-G-	PKS	PKS-G-3C	PKS-G-3C_LP-DIR-T	shoemake 2025-06-18 15:55:00	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		1	lt	u	23.6	98.5	l	g	-11.4	8.4	8	0
This study	PKS-	PKS-G-	PKS	PKS-G-3E	PKS-G-3E_LP-DIR-T	shoemake 2025-05-25 15:34:04	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		1	lt	u	13.7	285.5	l	g	-14.9	2.2	8	-1
This study	PKS-	PKS-G-	PKS	PKS-G-3E	PKS-G-3E_LP-DIR-T	shoemake 2025-05-25 15:34:04	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		1	lt	u	13.7	101.9	l	g	-19.7	2.2	8	0
This study	PKS-	PKS-G-	PKS	PKS-G-4B	PKS-G-4B_LP-DIR-T	shoemake 2025-06-30 12:37:01	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	50.0	232.0	l	g	-2.9	14.3	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-4B	PKS-G-4B_LP-DIR-T	shoemake 2025-06-30 12:37:01	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-4.3.7: demag_gui	723	693	K		2	mt	u	6.1	10.8	l	g	-44.4	6.8	4	-1
This study	PKS-	PKS-G-	PKS	PKS-G-4B	PKS-G-4B_LP-DIR-T	shoemake 2025-06-30 12:37:01	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	50.0	57.2	l	g	11.5	14.3	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-4B	PKS-G-4B_LP-DIR-T	shoemake 2025-06-30 12:37:01	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	693	K		2	mt	u	6.1	203.8	l	g	-67.1	6.8	4	0
This study	PKS-	PKS-G-	PKS	PKS-G-4D	PKS-G-4D_LP-DIR-T	shoemake 2025-06-18 16:06:39	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	463	77	K		1	lt	u	66.4	236.4	l	g	-11.3	7.0	8	-1
This study	PKS-	PKS-G-	PKS	PKS-G-4D	PKS-G-4D_LP-DIR-T	shoemake 2025-06-18 16:06:39	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	463	77	K		1	lt	u	66.4	58.5	l	g	2.1	7.0	8	0
This study	PKS-	PKS-G-	PKS	PKS-G-4E	PKS-G-4E_LP-DIR-T	shoemake 2025-06-30 12:44:23	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	43.8	259.1	l	g	-26.8	9.9	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-4E	PKS-G-4E_LP-DIR-T	shoemake 2025-06-30 12:44:23	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	693	K		2	mt	u	2.1	48.6	l	g	-20.5	3.9	3	-1
This study	PKS-	PKS-G-	PKS	PKS-G-4E	PKS-G-4E_LP-DIR-T	shoemake 2025-06-30 12:44:23	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	43.8	72.8	l	g	-20.2	9.9	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-4E	PKS-G-4E_LP-DIR-T	shoemake 2025-06-30 12:44:23	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	693	K		2	mt	u	2.1	242.4	l	g	-34.6	3.9	3	0
This study	PKS-	PKS-G-	PKS	PKS-G-4F	PKS-G-4F_LP-DIR-T	shoemake 2025-06-30 12:46:52	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	39.5	258.2	l	g	-30.5	11.0	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-4F	PKS-G-4F_LP-DIR-T	shoemake 2025-06-30 12:46:52	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	693	K		2	mt	u	1.8	45.0	l	g	-17.9	0.8	3	-1
This study	PKS-	PKS-G-	PKS	PKS-G-4F	PKS-G-4F_LP-DIR-T	shoemake 2025-06-30 12:46:52	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	39.5	70.3	l	g	-23.3	11.0	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-4F	PKS-G-4F_LP-DIR-T	shoemake 2025-06-30 12:46:52	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	693	K		2	mt	u	1.8	237.4	l	g	-33.4	0.8	3	0
This study	PKS-	PKS-G-	PKS	PKS-G-5B	PKS-G-5B_LP-DIR-T	shoemake 2025-06-30 12:49:23	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	17.4	99.9	l	g	-15.9	23.3	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-5B	PKS-G-5B_LP-DIR-T	shoemake 2025-06-30 12:49:23	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	9.6	108.2	l	g	15.8	11.1	10	-1
This study	PKS-	PKS-G-	PKS	PKS-G-5B	PKS-G-5B_LP-DIR-T	shoemake 2025-06-30 12:49:23	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	17.4	289.1	l	g	-10.7	23.3	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-5B	PKS-G-5B_LP-DIR-T	shoemake 2025-06-30 12:49:23	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	9.6	284.0	l	g	21.7	11.1	10	0
This study	PKS-	PKS-G-	PKS	PKS-G-5C	PKS-G-5C_LP-DIR-T	shoemake 2025-06-30 12:51:53	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	20.1	87.2	l	g	-4.7	14.7	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-5C	PKS-G-5C_LP-DIR-T	shoemake 2025-06-30 12:51:53	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	14.3	105.5	l	g	17.8	8.3	9	-1
This study	PKS-	PKS-G-	PKS	PKS-G-5C	PKS-G-5C_LP-DIR-T	shoemake 2025-06-30 12:51:53	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	20.1	273.1	l	g	-5.4	14.7	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-5C	PKS-G-5C_LP-DIR-T	shoemake 2025-06-30 12:51:53	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-4.3.7: demag_gui	723	513	K		2	mt	u	14.3	280.6	l	g	22.4	8.3	9	0
This study	PKS-	PKS-G-	PKS	PKS-G-5D	PKS-G-5D_LP-DIR-T	shoemake 2025-06-19 15:57:12	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-4.3.7: demag_gui	483	77	K		2	lt	u	16.6	86.2	l	g	-4.9	16.2	9	-1
